target,backbone,height,width,batch,accum,epochs,samples,batches,train_sec,sec_per_pair_epoch,avg_loss,avg_dice,cuda_devices,start_mem_bytes,peak_mem_bytes,projected_full_30ep_sec,projected_full_30ep_hours
fascicle,efficientnet-b7,640,960,1,16,1,80,80,39.32382029299998,0.4915477536624998,0.8841459691524506,0.004372804498416372,2,278384128,5914048512,40537.94324454635,11.260539790151764
aponeurosis,efficientnet-b7,640,960,1,16,1,80,80,36.72288090500001,0.45903601131250016,0.8156455554068088,0.05244353688322008,2,5914048512,5914422784,14432.092195665005,4.008914498795835
