train_run,arch,eval_only,n_pairs,epochs,img_size,val_dice,total_sec,sec_per_pair_epoch,dataset,val_umud_score,val_umud_score_strict,val_mt_ok_pct,n_scorable,n_total
14,convnext_tiny,False,200,5,256,0.4936,142.6,0.143,ucheozoemena/umud-aligned-apo-gray55-line-timing-200,1.749842,,65.85,27,41
