train_run,arch,eval_only,n_pairs,epochs,img_size,val_dice,total_sec,sec_per_pair_epoch,dataset,val_umud_score,val_umud_score_strict,val_mt_ok_pct,n_scorable,n_total
13,resnet18,False,200,5,256,0.5544,53.9,0.054,ucheozoemena/umud-aligned-apo-gray55-line-timing-200,2.503369,,92.68,38,41
