train_run,arch,eval_only,n_pairs,epochs,img_size,val_dice,total_sec,sec_per_pair_epoch,dataset,val_umud_score,val_umud_score_strict,val_mt_ok_pct,n_scorable,n_total
18,mobilenetv3_small_100,False,200,5,256,0.3864,30.2,0.03,ucheozoemena/umud-aligned-apo-gray55-line-timing-200,2.732858,2.732858,100.0,41,41
