encoder_slug,family,arch,n_pairs,epochs,img_size,val_dice,total_sec,sec_per_pair_epoch,dataset,val_umud_score,val_umud_score_strict,val_mt_ok_pct,n_scorable,n_total
maxvit-tiny,MaxViT,maxvit_rmlp_tiny_rw_256,200,5,256,0.4103,91.2,0.091,ucheozoemena/umud-aligned-apo-gray55-line-timing-200,2.629377,2.629377,100.0,41,41
